p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
6.39432311800412e-39	0.485768316715287	0.275	0.148	1.63080816801577e-34	21	SMARCA4
6.50140770515133e-39	0.270732416387215	0.305	0.166	1.6581190211218e-34	21	TFRC
6.97794112073791e-39	0.341690721045742	0.702	0.512	1.779654103433e-34	21	SNHG8
8.10022017780083e-39	0.301030225123402	0.523	0.337	2.06588015414632e-34	21	MMADHC
8.62129457549416e-39	0.401998400009918	0.367	0.218	2.19877496853403e-34	21	MTIF3
9.23456534983261e-39	0.459587036412958	0.368	0.218	2.35518354682131e-34	21	FAM173A
9.61227905816457e-39	0.344010571390644	0.391	0.231	2.45151565099429e-34	21	DNAJC19
9.86732480695333e-39	0.431515297437025	0.308	0.172	2.51656251876538e-34	21	MRPS18A
1.02041073678193e-38	0.498117536578041	0.453	0.29	2.60245554308864e-34	21	RNF114
1.06864487053017e-38	0.552535846066133	0.258	0.137	2.72547187780014e-34	21	PEX2
1.10707342645456e-38	0.555060580792458	0.31	0.176	2.8234800668297e-34	21	UNC50
1.13947693347983e-38	0.34855936916567	0.591	0.391	2.90612197114696e-34	21	NDUFAB1
1.15174223949384e-38	0.608203215268624	0.311	0.175	2.9374034076051e-34	21	AQP3
1.2333246433613e-38	0.317440171136194	0.288	0.155	3.14547117042866e-34	21	GRAMD1A
1.57314041372576e-38	0.473853571018535	0.438	0.277	4.01213731116617e-34	21	DNAJB11
2.23637680179418e-38	0.305087645796685	0.343	0.195	5.70365539529588e-34	21	CREBRF
2.28693054857778e-38	0.330200415385337	0.29	0.157	5.83258767109278e-34	21	GLOD4
2.54101267964618e-38	0.332795215746741	0.675	0.471	6.48059873816961e-34	21	C11orf58
2.76265499602429e-38	0.301428860323411	0.307	0.17	7.04587530186034e-34	21	KIAA1191
2.77345816317534e-38	0.267562811353273	0.365	0.211	7.07342769936239e-34	21	SENP6
3.89998258012215e-38	0.307381130776367	0.341	0.194	9.94651557234353e-34	21	INO80E
4.04896120902993e-38	0.323154289486049	0.755	0.57	1.03264706675099e-33	21	SRSF5
