sample_id	cluster	cell_type_major	cell_type_minor	cell_state	n_cells	contamination_median	contamination_P90	raw_total_counts	corrected_total_counts	top_marker_genes_expected	raw_top_marker_detected_pairs	corrected_top_marker_detected_pairs	top_marker_cell_pairs	raw_top_marker_count_sum	corrected_top_marker_count_sum	top_marker_detection_retention	top_marker_count_retention	total_count_retention
sample13	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	317	0.00346457627467486	0.0526633655118324	875457	838157.031138151	30	6129	6129	9510	102418	102220.903895269	1	0.998075571630664	0.957393716810935
sample13	7	T/NK	GNLY_NK_like_cytotoxic_lymphocyte	GNLY_GZMB_high_cytotoxic	103	0.00344170966002225	0.0223841618087518	143284	141121.533008353	30	1365	1365	3090	4796	4789.22279905995	1	0.998586905558788	0.98490782647297
sample6	19	Epithelial	Chief_like_epithelial	metallothionein_high	14	0.0033908074391104	0.615809918599575	251793	237582.16199392	30	273	273	420	103190	103049.035679162	1	0.998633934287841	0.943561425432478
sample31	9	Epithelial	Pit_surface_mucous_like_epithelial	MUC5AC_CYP3A5_CLDN4_high	192	0.00337815998797776	0.0343812093009581	335512	313618.619878551	30	2998	2998	5760	16528	16447.7654967366	1	0.995145540702845	0.934746357443401
sample36	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	371	0.00335231270031166	0.00994230408498199	1827924	1819671.45382256	30	4528	4528	11130	16803	16792.4329214129	1	0.999371119527042	0.995485290319818
sample36	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	178	0.00334063701633399	0.00775815516384191	882710	875911.981167553	30	3111	3111	5340	27142	27115.6532320838	1	0.999029298949371	0.992298695117936
sample25	8	B/Plasma	IGHG_high_plasma	IGHG_high_antibody_secreting	283	0.00329655549434816	0.361463793653871	6260005	5839170.63448164	30	2101	2101	8490	9983	9015.29085405321	1	0.903064294706322	0.932774116711032
sample36	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	591	0.00325890185266751	0.0082715313253912	2990868	2976712.82552843	30	9862	9862	17730	38502	38468.956367881	1	0.999141768424522	0.995267201871975
sample24	8	B/Plasma	IGHG_high_plasma	IGHG_high_antibody_secreting	47	0.00322166196251235	0.411160696437694	258885	213816.76393305	30	777	777	1410	88312	87335.2033818344	1	0.988939253802817	0.82591406969523
sample27	7	T/NK	GNLY_NK_like_cytotoxic_lymphocyte	GNLY_GZMB_high_cytotoxic	211	0.00317306857760549	0.0190500435265853	355633	351073.081486365	30	2365	2365	6330	10194	10186.0141869731	1	0.999216616340312	0.987178021967491
sample11	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	103	0.00316071262071596	0.0145891224265213	535485	532189.354534255	30	1576	1576	3090	4789	4785.09773695228	1	0.999185161192792	0.993845494335518
sample2	9	Epithelial	Pit_surface_mucous_like_epithelial	MUC5AC_CYP3A5_CLDN4_high	90	0.00311057800318443	0.0401967189363268	200728	194752.409759915	30	1576	1576	2700	8115	8109.86861280248	1	0.99936766639587	0.970230410106787
sample6	20	Myeloid	CD1C_FCER1A_dendritic_cell	antigen_presentation_LAMP3_IDO1	17	0.00310750449679821	0.0186129966847801	57275	56722.0294844363	30	181	181	510	3031	3028.26039694052	1	0.99909613887843	0.990345342373396
sample13	15	Endothelial/Pericyte	Pericyte_smooth_muscle_like	contractile	64	0.00310590161125452	0.0210419051883325	102927	99981.2774422318	30	480	480	1920	2217	2216.07060975451	1	0.999580789244251	0.971380468120432
sample27	18	B/Plasma	B_or_plasma_like_stress_high	stress_high_likely_dissociation_associated	89	0.00309760656364732	0.0456467511932	154395	149716.666426173	30	1856	1856	2670	21120	20896.0777005688	1	0.989397618398143	0.969698930834373
sample12	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	58	0.00305022690967952	0.0309525564386719	271905	270378.527906675	30	798	798	1740	2303	2301.2533387521	1	0.999241571320927	0.994386009476379
sample23	19	Epithelial	Chief_like_epithelial	metallothionein_high	84	0.00304659890339506	0.354463605209748	1108908	1059413.11196523	30	1946	1946	2520	678040	672917.776551373	1	0.992445543848996	0.95536610067312
sample12	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	74	0.00304401579343461	0.0332404036267435	334309	331096.14235789	30	1203	1203	2220	4643	4634.95910985408	1	0.99826816925567	0.990389556840795
sample1	9	Epithelial	Pit_surface_mucous_like_epithelial	MUC5AC_CYP3A5_CLDN4_high	219	0.00303909107444801	0.0287099073281897	547383	524494.588296379	30	3150	3150	6570	11059	11027.6471243209	1	0.9971649447799	0.958185746171106
sample36	7	T/NK	GNLY_NK_like_cytotoxic_lymphocyte	GNLY_GZMB_high_cytotoxic	188	0.0029776895440792	0.00740085628952249	1011777	1002838.60709724	30	3425	3425	5640	20049	20026.7543044464	1	0.998890433659852	0.991165649246066
sample15	19	Epithelial	Chief_like_epithelial	metallothionein_high	63	0.00294565416024662	0.0888024346411832	952420	936816.878731915	30	857	857	1890	25825	25751.4684288859	1	0.997152698117555	0.983617394355342
sample23	16	Epithelial	Mucous_neck_chief_like_epithelial	MUC6_TFF2_glandular_secretory	122	0.00293690918667973	0.0626475086584958	859171	850035.825309895	30	1779	1779	3660	33380	33012.1530860663	1	0.988980020553215	0.989367454569457
sample29	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	111	0.00292142149534901	0.0404486281524304	694069	687065.504461791	30	1955	1955	3330	9838	9837.95035284959	1	0.99999495353218	0.989909511103061
sample39	17	Mast	Mast_cell	mast_cell	244	0.00289799208080687	0.0112371350118949	550414	547942.005725226	30	3755	3755	7320	27514	27513.5965478465	1	0.999985336477667	0.995508845569381
sample27	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	729	0.00286797781307175	0.0188852849376095	2399803	2382058.65687808	30	9685	9685	21870	30797	30795.8473177973	1	0.999962571607535	0.992605916768203
sample24	12	B/Plasma	Conventional_B_cell	B_cell	67	0.0028458744203266	0.0221724798449691	187059	185021.545677703	30	661	661	2010	1496	1494.2179674163	1	0.998808801748862	0.989107958867004
sample33	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	103	0.0028042708749622	0.0829518863765997	1108763	1098270.8204335	30	1931	1931	3090	12186	12185.9342072981	1	0.999994600959963	0.990537040317453
sample38	20	Myeloid	CD1C_FCER1A_dendritic_cell	antigen_presentation_LAMP3_IDO1	37	0.00277489125320733	0.0798256761879297	318478	314627.050695451	30	686	686	1110	14691	14654.4332457452	1	0.997510941783756	0.987908272142661
sample19	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	279	0.00277325614894161	0.0129183935363547	3448543	3426187.38675974	30	5752	5752	8370	56141	56125.7008853665	1	0.999727487671515	0.993517374369332
sample15	16	Epithelial	Mucous_neck_chief_like_epithelial	MUC6_TFF2_glandular_secretory	252	0.00273739181784755	0.0245394349107064	4992908	4911143.58349237	30	3554	3554	7560	271550	271322.104436597	1	0.999160760215787	0.983623888822379
sample39	13	Myeloid	FCN1_S100A8_A9_inflammatory_monocyte	inflammatory	190	0.00271070855216963	0.0102227348417037	764156	759249.659300338	30	2802	2802	5700	18644	18639.469378512	1	0.99975699305471	0.993579399102197
sample2	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	154	0.00267654714143128	0.00835708151387967	670329	666181.472430388	30	2746	2746	4620	27571	27551.6736112542	1	0.999299031999355	0.9938126985859
sample31	19	Epithelial	Chief_like_epithelial	metallothionein_high	41	0.00264804451131387	0.0820939564765952	556418	541899.435757231	30	502	502	1230	12138	10707.7629537524	1	0.882168640118008	0.973907090994956
sample4	9	Epithelial	Pit_surface_mucous_like_epithelial	MUC5AC_CYP3A5_CLDN4_high	237	0.00262772150788982	0.0931765023717259	560231	544282.178970177	30	4781	4781	7110	30765	30667.1088154501	1	0.99681809899074	0.971531705618177
sample4	7	T/NK	GNLY_NK_like_cytotoxic_lymphocyte	GNLY_GZMB_high_cytotoxic	80	0.00262731897005464	0.0104706924534496	504990	503565.362103219	30	1658	1658	2400	15652	15648.307380946	1	0.999764080050216	0.997178878994077
sample29	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	99	0.00259996069523859	0.0441646065207934	656704	636519.659958506	30	1874	1874	2970	21268	21266.4172563966	1	0.999925580985357	0.969264173750283
sample21	12	B/Plasma	Conventional_B_cell	B_cell	40	0.00255457311555531	0.0198071142962961	118096	117358.747083199	30	545	545	1200	1454	1453.54247515149	1	0.999685333666777	0.99375717283565
sample4	24	T/NK	Cycling_T_cell	cycling	7	0.00255358802560693	0.0170418153579887	70624	70486.9810445222	30	76	76	210	589	588.991146968052	1	0.999984969385487	0.998059881124295
sample20	12	B/Plasma	Conventional_B_cell	B_cell	37	0.00252886990603949	0.0335130186168571	111546	109786.192423392	30	517	517	1110	1520	1518.47768143351	1	0.998998474627311	0.984223481105478
sample3	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	232	0.0025246638443037	0.0139373537095897	1072458	1068126.77719966	30	3141	3141	6960	9776	9773.45103628652	1	0.999739263122599	0.995961405667788
sample12	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	50	0.00251250909442278	0.0197659881874006	140651	139604.904232389	30	809	809	1500	11200	11190.9529536331	1	0.999192228002954	0.992562471879968
sample28	17	Mast	Mast_cell	mast_cell	50	0.00250027780574211	0.0130441427695975	154842	153727.205098766	30	821	821	1500	5136	5135.85811012417	1	0.999972373466544	0.992800435920266
sample30	9	Epithelial	Pit_surface_mucous_like_epithelial	MUC5AC_CYP3A5_CLDN4_high	69	0.0024822509886204	0.999316585685887	363992	335243.669175011	30	502	502	2070	1368	1358.98312657569	1	0.99340871825708	0.92101933332329
sample19	11	Myeloid	C1Q_FOLR2_TREM2_macrophage	C1Q_FOLR2_TREM2_TAM_like	35	0.00247945004619557	0.0817863609279994	390646	386835.935757963	30	625	625	1050	11818	11817.2980462091	1	0.999940602996201	0.990246759874573
sample7	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	127	0.00247448428889257	0.00846356922221695	477561	475975.779684491	30	1684	1684	3810	4160	4159.00450047554	1	0.999760697229696	0.996680590928679
sample36	17	Mast	Mast_cell	mast_cell	48	0.00244806416057962	0.0180518177157911	298676	287929.112212979	30	807	807	1440	8337	8336.77788565241	1	0.999973358000769	0.964018241214488
sample31	15	Endothelial/Pericyte	Pericyte_smooth_muscle_like	contractile	11	0.0024466667083403	0.0323790634007588	68802	68611.6868311339	30	136	136	330	1507	1506.97185078745	1	0.999981321026842	0.997233900629835
sample9	20	Myeloid	CD1C_FCER1A_dendritic_cell	antigen_presentation_LAMP3_IDO1	6	0.00240181770649106	0.0117287008733859	39474	39371.3708887739	30	115	115	180	3076	3075.8170814284	1	0.999940533624317	0.997400083314939
sample5	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	234	0.00240080051686325	0.00904541258586162	921471	914146.944160596	30	3235	3235	7020	10087	10082.0336458379	1	0.999507648045788	0.992051778255198
sample11	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	40	0.00240039834354027	0.0310792855769071	496821	493383.395793468	30	555	555	1200	10745	10743.8800093177	1	0.999895766339476	0.993080799308943
sample2	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	459	0.00239096590055934	0.0090632525779485	1951865	1944397.48852145	30	8365	8365	13770	33427	33410.7062393376	1	0.999512556895252	0.996174166000952
sample33	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	101	0.00238832652027092	0.0826297949907409	1212272	1160047.62529012	30	1906	1906	3030	40304	40301.2428661843	1	0.999931591558761	0.956920249985251
sample2	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	420	0.00238801985060041	0.00861526256665622	1854533	1846536.574772	30	6210	6210	12600	18419	18410.1419182044	1	0.999519079114197	0.995688173126066
sample2	7	T/NK	GNLY_NK_like_cytotoxic_lymphocyte	GNLY_GZMB_high_cytotoxic	236	0.00238349026104744	0.00897234302239456	1017242	1013953.72437744	30	4232	4232	7080	24371	24362.9264768738	1	0.9996687241752	0.996767459834966
sample24	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	208	0.00236634284339216	0.0123754402635902	447769	444946.771622973	30	2453	2453	6240	6056	6052.99956949292	1	0.999504552426176	0.993697133171285
sample19	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	68	0.00236415992365535	0.0135371459133963	321260	319857.081698939	30	987	987	2040	3251	3250.41281726286	1	0.999819383962736	0.995633075076073
sample3	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	181	0.00236402983762982	0.0204555444431897	2729368	2725325.36698191	30	3700	3700	5430	292315	292306.24968189	1	0.999970065449567	0.998518839153206
sample24	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	299	0.00234799566318512	0.0165447231069017	700248	683201.118591293	30	3350	3350	8970	7384	7359.05198599863	1	0.99662134154911	0.975655937027014
sample3	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	169	0.00230381827723137	0.00813562487881387	707946	705419.510960917	30	2981	2981	5070	11163	11160.7610406334	1	0.999799430317427	0.996431240463138
sample39	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	298	0.00230011182361105	0.00961946782893146	1317769	1313047.79439035	30	5312	5312	8940	57603	57602.7970664571	1	0.999996477031701	0.996417273733372
sample19	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	69	0.00229259924832657	0.0144251799622556	249481	248038.659250315	30	1233	1233	2070	4874	4872.59671182273	1	0.999712086955833	0.994218634887286
sample6	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	114	0.0022601090906065	0.0384437720580686	1615273	1609500.39844288	30	1770	1770	3420	41312	41293.2143021199	1	0.999545272611345	0.996426237820403
sample4	8	B/Plasma	IGHG_high_plasma	IGHG_high_antibody_secreting	20	0.00225884441817586	0.130474675813951	127594	123079.800834675	30	343	343	600	43048	42951.5098065413	1	0.997758544102893	0.964620599986483
sample36	23	T/NK	CCR6_KLRB1_CCL20_CD4_like_T	Th17_like_CCL20_high	8	0.00225590337823982	0.00534944461730723	52137	51983.3365838423	30	186	186	240	4480	4474.94822180436	1	0.998872370938472	0.997052699308405
sample29	8	B/Plasma	IGHG_high_plasma	IGHG_high_antibody_secreting	153	0.00224911917528963	0.231711810891423	1970674	1925012.8451666	30	1053	1053	4590	21579	10002.010215769	1	0.463506659982809	0.976829676124309
sample25	18	B/Plasma	B_or_plasma_like_stress_high	stress_high_likely_dissociation_associated	18	0.00221341423649726	0.0640209070302173	41327	35780.4420873184	30	449	449	540	8624	8196.37787225835	1	0.950414873870402	0.865788518095153
sample12	22	Mesothelial	Mesothelial	mesothelial_ECM_program	11	0.00221022764001193	0.0117168497099138	144592	144228.310252081	30	153	153	330	1627	1626.76785350815	1	0.999857316231194	0.997484717356981
sample29	15	Endothelial/Pericyte	Pericyte_smooth_muscle_like	contractile	86	0.00220505815836446	0.0244560971395113	616653	612395.925739342	30	1445	1445	2580	16600	16599.5193760504	1	0.999971046750026	0.993096483337213
sample6	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	178	0.00220169209665282	0.00728184497319929	801164	795425.359125971	30	2553	2553	5340	7109	7101.96446732598	1	0.999010334410744	0.99283712089656
sample18	23	T/NK	CCR6_KLRB1_CCL20_CD4_like_T	Th17_like_CCL20_high	40	0.00218057975677409	0.0164541789294003	95947	89400.587174649	30	834	834	1200	8600	8420.97762450271	1	0.979183444709617	0.931770531383461
sample2	21	Epithelial	Enteroendocrine_epithelial	neuroendocrine_secretory	17	0.00215646899086511	0.00508270788801405	235556	235096.308391462	30	219	219	510	5341	5340.99558925709	1	0.999999174172832	0.998048482702464
sample31	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	164	0.00213727453953304	0.0108934922235933	380675	379120.257600959	30	2177	2177	4920	6373	6371.03761240745	1	0.999692077892272	0.995915827414354
sample16	18	B/Plasma	B_or_plasma_like_stress_high	stress_high_likely_dissociation_associated	20	0.00211759167165797	0.0112618181308575	64587	64274.9000871062	30	505	505	600	12906	12890.0676536106	1	0.998765508570477	0.995167759566262
sample36	15	Endothelial/Pericyte	Pericyte_smooth_muscle_like	contractile	27	0.00211489767090653	0.0211746117796004	391584	389763.864991446	30	494	494	810	7375	7374.97477914946	1	0.999996580223655	0.99535186573365
sample6	15	Endothelial/Pericyte	Pericyte_smooth_muscle_like	contractile	32	0.00209898104388193	0.0250618094392467	211076	209999.96771659	30	425	425	960	5930	5929.87310415584	1	0.999978601038084	0.99490215712156
sample27	19	Epithelial	Chief_like_epithelial	metallothionein_high	210	0.00207421474640333	0.0204511897831652	1165950	1153750.7133021	30	959	959	6300	45071	45025.0721234575	1	0.998980988295301	0.989537041298597
sample7	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	193	0.00205723049616379	0.013702651323175	2046921	2039987.88349932	30	3904	3904	5790	129059	129039.519075928	1	0.999849054121978	0.996612904698968
sample19	18	B/Plasma	B_or_plasma_like_stress_high	stress_high_likely_dissociation_associated	13	0.00205068796943925	0.61336308445768	123053	81518.8704028921	30	347	347	390	10462	8342.69141933756	1	0.797427969732132	0.662469589549967
sample27	11	Myeloid	C1Q_FOLR2_TREM2_macrophage	C1Q_FOLR2_TREM2_TAM_like	152	0.00202266285487989	0.17720491024256	400451	380240.687957901	30	979	979	4560	3075	3055.16652380603	1	0.993550089042612	0.949531123552945
sample29	19	Epithelial	Chief_like_epithelial	metallothionein_high	108	0.00202144810000859	0.0179559565090594	1315193	1311456.08062983	30	1419	1419	3240	30068	30053.3300401189	1	0.999512107227581	0.997158653239357
sample6	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	132	0.00201272875390428	0.0112012314563468	555905	553818.738226928	30	2358	2358	3960	25827	25820.6830837491	1	0.999755414246685	0.996247089389244
sample28	23	T/NK	CCR6_KLRB1_CCL20_CD4_like_T	Th17_like_CCL20_high	18	0.00200642466406356	0.0155953625540604	56426	56242.7816591013	30	404	404	540	4565	4559.57369066568	1	0.998811323256447	0.996752944725859
sample5	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	381	0.00199782339944704	0.0064873101241115	1636843	1630140.91140353	30	7455	7455	11430	84872	84859.857844796	1	0.999856935677208	0.995905478658326
sample2	17	Mast	Mast_cell	mast_cell	81	0.00199638166567275	0.00902261812065221	381092	379966.274327703	30	1664	1664	2430	17083	17082.8833471294	1	0.999993171406043	0.997046052731894
sample27	13	Myeloid	FCN1_S100A8_A9_inflammatory_monocyte	inflammatory	149	0.0019876631368578	0.0332458209259335	319641	306719.032684213	30	1111	1111	4470	3464	3460.54388130262	1	0.999002275202836	0.959573498656971
sample11	12	B/Plasma	Conventional_B_cell	B_cell	40	0.00197871026307855	0.00858898679292422	199057	198415.676823018	30	751	751	1200	2977	2975.17985400338	1	0.999388597246683	0.996778193296483
sample3	7	T/NK	GNLY_NK_like_cytotoxic_lymphocyte	GNLY_GZMB_high_cytotoxic	91	0.00196092239579785	0.00582716881537003	392171	391302.471655012	30	1652	1652	2730	8409	8408.35606404765	1	0.999923423004834	0.997785332559041
sample1	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	395	0.0019475118630352	0.0235981182240941	2827062	2791508.98564095	30	6386	6386	11850	165017	164902.754837299	1	0.999307676404849	0.987424041510567
sample6	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	265	0.00194238516221502	0.00871311133296054	1221416	1217872.94652993	30	4964	4964	7950	22330	22322.0858444021	1	0.999645581925753	0.997099224613015
sample9	19	Epithelial	Chief_like_epithelial	metallothionein_high	112	0.00193534600942264	0.386711120647029	1321876	1270392.87843788	30	2580	2580	3360	862835	852440.325293281	1	0.987952882408897	0.961052987146961
sample7	17	Mast	Mast_cell	mast_cell	65	0.00193170789619541	0.0105924297160027	299837	299179.454404552	30	1293	1293	1950	13301	13300.9118789718	1	0.999993374856915	0.997806989812972
sample15	21	Epithelial	Enteroendocrine_epithelial	neuroendocrine_secretory	21	0.00192926726616511	0.670238058640204	369749	357407.015654071	30	5	5	630	6	5.4019336072074	1	0.9003222678679	0.966620641716598
sample39	12	B/Plasma	Conventional_B_cell	B_cell	22	0.00192262605097195	0.0240918427439678	72508	72174.8205195065	30	170	170	660	499	498.501278521005	1	0.999000558158326	0.995404928001138
sample1	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	121	0.00191523551083978	0.00634401306946823	419909	418654.756386606	30	1868	1868	3630	15572	15568.5060119541	1	0.999775623680587	0.99701305851174
sample4	13	Myeloid	FCN1_S100A8_A9_inflammatory_monocyte	inflammatory	108	0.00191215606689468	0.160520598832475	473654	459032.394351986	30	1855	1855	3240	15930	15918.7231762605	1	0.999292101460172	0.96913019704676
sample14	22	Mesothelial	Mesothelial	mesothelial_ECM_program	10	0.00189863248728722	0.206561539996161	83571	80690.9117798571	30	25	25	300	284	283.735437262176	1	0.999068441064	0.965537229180662
sample24	13	Myeloid	FCN1_S100A8_A9_inflammatory_monocyte	inflammatory	235	0.00189082291420287	0.0421212834852197	638986	622696.89483607	30	3704	3704	7050	27999	27962.4867379254	1	0.998695908351207	0.974507884110246
sample3	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	88	0.00188469022755368	0.00957540148324752	350026	347308.981070951	30	1502	1502	2640	11812	11807.2199893957	1	0.999595325888561	0.992237665404714
sample27	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	37	0.00184704515940155	0.627628233771504	180202	155845.25407965	30	384	384	1110	4376	4374.14045637699	1	0.999575058587063	0.864836428450569
sample5	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	435	0.00182696149674281	0.00737169592558759	2051066	2041185.26420275	30	8327	8327	13050	32459	32447.1960625639	1	0.999636343157951	0.995182633909755
sample27	9	Epithelial	Pit_surface_mucous_like_epithelial	MUC5AC_CYP3A5_CLDN4_high	50	0.00182392056049841	0.0347535064318704	89608	87023.5363285126	30	78	78	1500	119	118.549590177251	1	0.996215043506308	0.971158114549064
sample24	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	77	0.00182274944453559	0.0359437066885619	167033	157727.559185491	30	964	964	2310	7422	7326.73396736652	1	0.98716437178207	0.944289806119093
sample33	17	Mast	Mast_cell	mast_cell	35	0.0018117975659839	0.0387034870299671	98038	96137.4934651309	30	547	547	1050	4522	4521.95609569124	1	0.999990290953392	0.980614592965288
sample31	7	T/NK	GNLY_NK_like_cytotoxic_lymphocyte	GNLY_GZMB_high_cytotoxic	141	0.00181013851546581	0.0168129695016906	354939	352634.927582867	30	2253	2253	4230	12565	12562.6538412082	1	0.99981327824976	0.993508539728986
sample29	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	51	0.00180703015708831	0.01186041698994	81999	81210.6688951015	30	608	608	1530	2712	2711.27026264245	1	0.999730922803262	0.990386088795004
sample19	8	B/Plasma	IGHG_high_plasma	IGHG_high_antibody_secreting	27	0.00179933221665061	0.759832940173608	88289	81478.9465611287	30	47	47	810	68	58.1576185480285	1	0.855259096294537	0.922866343045325
sample30	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	544	0.0017872072187481	0.00817084914199951	987724	981243.26560514	30	4871	4871	16320	9090	9086.50449405333	1	0.999615455891455	0.993438719323555
sample7	19	Epithelial	Chief_like_epithelial	metallothionein_high	31	0.00178687006293282	0.493795943555481	319965	288117.844408384	30	370	370	930	16521	16295.3346826987	1	0.986340698668281	0.900466752327236
sample37	22	Mesothelial	Mesothelial	mesothelial_ECM_program	14	0.00178396672288749	0.00265419516924034	473513	472575.136983455	30	367	367	420	16416	16412.7796427209	1	0.999803828138458	0.99801935107052
sample34	23	T/NK	CCR6_KLRB1_CCL20_CD4_like_T	Th17_like_CCL20_high	26	0.001780204469318	0.486845116047473	79621	62958.719792113	30	554	554	780	6378	5840.66319264021	1	0.915751519698999	0.790730081160913
sample33	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	1120	0.00176754870925546	0.0221612354363417	17321059	17257637.8709181	30	19159	19159	33600	382720	381953.657903695	1	0.997997642933986	0.996338495868996
sample24	20	Myeloid	CD1C_FCER1A_dendritic_cell	antigen_presentation_LAMP3_IDO1	66	0.00175110419104504	0.0574052292894476	341322	330067.086862406	30	1026	1026	1980	19807	19737.8984201047	1	0.996511254612242	0.967025526811649
sample6	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	78	0.00173371462551643	0.0115781343709442	552852	551064.907211318	30	1474	1474	2340	24122	24121.81885408	1	0.999992490426997	0.996767502353826
sample21	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	118	0.00172302130717434	0.0112419444413062	305729	304404.128362116	30	1253	1253	3540	2976	2975.25724009361	1	0.999750416698123	0.995666516300764
sample12	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	34	0.0017170469976989	0.0176551392889633	406907	404677.349276228	30	522	522	1020	10335	10332.4287050539	1	0.99975120513342	0.99452049061881
sample2	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	42	0.00171546135411816	0.0190023610183863	380843	378743.650149237	30	766	766	1260	4925	4924.99107654435	1	0.999998188130833	0.99448762390076
sample25	20	Myeloid	CD1C_FCER1A_dendritic_cell	antigen_presentation_LAMP3_IDO1	15	0.00171150289653602	0.0894513020758788	113829	112869.806826041	30	298	298	450	9170	9168.07727368054	1	0.999790324283592	0.991573384867132
sample14	21	Epithelial	Enteroendocrine_epithelial	neuroendocrine_secretory	15	0.00169492818191712	0.154082962021985	124811	119576.341234447	30	151	151	450	5169	5168.78933925282	1	0.99995924535748	0.958059315560707
sample3	17	Mast	Mast_cell	mast_cell	221	0.00168063634682138	0.0052625623068775	1058676	1056480.2417652	30	4661	4661	6630	58864	58863.5790959777	1	0.99999284955113	0.997925939348018
sample4	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	195	0.00167631064839687	0.0156610261154687	842044	838691.09407097	30	2974	2974	5850	9516	9512.39666973986	1	0.999621339821339	0.996018134528563
sample1	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	279	0.00167497722374103	0.00635181605677874	997607	994914.244289247	30	3394	3394	8370	10565	10561.865058438	1	0.999703271030576	0.997300785067915
