cluster	panel_name	is_expected_panel	cell_type_major	n_cells	marker_genes_expected	raw_marker_detection	corrected_marker_detection	raw_marker_count_fraction	corrected_marker_count_fraction	marker_count_retention	marker_detection_retention
5	T/NK	FALSE	Fibroblast/CAF	8946	6	0.0105820105820106	0.0105820105820106	1.02053318947312e-05	3.26894260578159e-06	0.303749798814321	1
5	B/Plasma	FALSE	Fibroblast/CAF	8946	6	0.0547917132424175	0.0547917132424175	0.000633396947391489	9.26697062416851e-06	0.0138738711574636	1
5	Myeloid	FALSE	Fibroblast/CAF	8946	11	0.115236875800256	0.115236875800256	0.000859987399932062	0.000872337073189226	0.961895910314761	1
5	Fibroblast/CAF	TRUE	Fibroblast/CAF	8946	7	0.627048002299511	0.627048002299511	0.0236854153504061	0.0249026076474028	0.997010329472682	1
5	Endothelial/Pericyte	FALSE	Fibroblast/CAF	8946	7	0.183401999297372	0.183401999297372	0.00105996007629738	0.00106311910277204	0.951104531417496	1
5	Mast	FALSE	Fibroblast/CAF	8946	3	0.00834637454355764	0.00834637454355764	1.33890992814792e-05	6.77285368469849e-06	0.479685033427356	1
5	Mesothelial	FALSE	Fibroblast/CAF	8946	7	0.0601865159209224	0.0601865159209224	0.000213941764279268	0.000163912547721913	0.72652818066233	1
6	Epithelial	FALSE	Endothelial/Pericyte	7482	5	0.123255813953488	0.123255813953488	0.000180900644812816	0.000127823988415557	0.687805782422311	1
6	T/NK	FALSE	Endothelial/Pericyte	7482	6	0.0133208589503698	0.0133208589503698	1.45336558754596e-05	4.40356518410055e-06	0.294932837841543	1
6	B/Plasma	FALSE	Endothelial/Pericyte	7482	6	0.0671389111645728	0.0671389111645728	0.00106283333143328	1.52575320344662e-05	0.0139737412659238	1
6	Myeloid	FALSE	Endothelial/Pericyte	7482	11	0.0387718402954971	0.0387718402954971	9.16452332122467e-05	6.91387682255117e-05	0.734353772488635	1
6	Fibroblast/CAF	FALSE	Endothelial/Pericyte	7482	7	0.131191048993776	0.131191048993776	0.000440205140870956	0.000342101984568839	0.756474088205315	1
6	Endothelial/Pericyte	TRUE	Endothelial/Pericyte	7482	7	0.458605414900523	0.458605414900523	0.00500090529983127	0.0051049330016509	0.993653551634859	1
6	Mast	FALSE	Endothelial/Pericyte	7482	3	0.0100686091062996	0.0100686091062996	2.21810850328269e-05	1.13764592025564e-05	0.499249800575636	1
6	Mesothelial	FALSE	Endothelial/Pericyte	7482	7	0.00395234276549433	0.00395234276549433	8.17850062662893e-06	1.54123119581963e-06	0.183437309831385	1
7	Epithelial	FALSE	T/NK	6808	5	0.0712690951821387	0.0712690951821387	0.000145791659019399	7.80682261294845e-05	0.522816138930622	1
7	T/NK	TRUE	T/NK	6808	6	0.662333529181355	0.662333529181355	0.0122692793043513	0.0125516598506012	0.998825129652808	1
7	B/Plasma	FALSE	T/NK	6808	6	0.0576037994516255	0.0576037994516255	0.000877243758810144	5.50642303215936e-05	0.0612853453930399	1
7	Myeloid	FALSE	T/NK	6808	11	0.0176129686999252	0.0176129686999252	8.57964730216132e-05	5.89099541422731e-05	0.670388571077323	1
7	Fibroblast/CAF	FALSE	T/NK	6808	7	0.0209837166358906	0.0209837166358906	6.53184998632963e-05	3.75355832381015e-06	0.0561066473857421	1
7	Endothelial/Pericyte	FALSE	T/NK	6808	7	0.0261876783615914	0.0261876783615914	6.92989958167865e-05	4.58283798094889e-05	0.645676402068385	1
7	Mast	FALSE	T/NK	6808	3	0.00587544065804935	0.00587544065804935	7.04979403810908e-06	2.31481858158341e-06	0.320588458141577	1
7	Mesothelial	FALSE	T/NK	6808	7	0.00239214369649152	0.00239214369649152	5.85084947380481e-06	2.49128620758344e-06	0.415730656040872	1
8	Epithelial	FALSE	B/Plasma	6210	5	0.238615136876006	0.238615136876006	0.000578193932988178	0.000573118256053012	0.837915977250049	1
8	T/NK	FALSE	B/Plasma	6210	6	0.0191358024691358	0.0191358024691358	2.10377159258759e-05	4.80602722533727e-06	0.193115618498084	1
8	B/Plasma	TRUE	B/Plasma	6210	6	0.394444444444444	0.394444444444444	0.0534258516853842	0.0595335893465379	0.941977159619055	1
8	Myeloid	FALSE	B/Plasma	6210	11	0.0373005416483677	0.0373005416483677	0.000216693050769501	0.000211727546848262	0.825965943844085	1
8	Fibroblast/CAF	FALSE	B/Plasma	6210	7	0.0648953301127214	0.0648953301127214	0.000347572358186534	0.000359111623377852	0.873401615516698	1
8	Endothelial/Pericyte	FALSE	B/Plasma	6210	7	0.0398435702783529	0.0398435702783529	4.69725361390659e-05	3.98420213045033e-05	0.717013137859676	1
8	Mast	FALSE	B/Plasma	6210	3	0.00810520665593129	0.00810520665593129	9.47383726611235e-06	4.31080604271278e-07	0.0384646975281711	1
8	Mesothelial	FALSE	B/Plasma	6210	7	0.0238325281803543	0.0238325281803543	0.000147401313470495	0.000168260269964941	0.964961501963557	1
9	Epithelial	TRUE	Epithelial	6007	5	0.589645413684035	0.589645413684035	0.00455798227976865	0.00498396792082008	0.94780907026137	1
9	T/NK	FALSE	Epithelial	6007	6	0.0210032739581599	0.0210032739581599	7.17938057249346e-05	2.47299162089947e-05	0.29857533201678	1
9	B/Plasma	FALSE	Epithelial	6007	6	0.0774929249209256	0.0774929249209256	0.00337050862470594	0.000725349451365036	0.186539195174694	1
9	Myeloid	FALSE	Epithelial	6007	11	0.0644551054073278	0.0644551054073278	0.000935322305914331	0.000954697997262386	0.884754895573322	1
9	Fibroblast/CAF	FALSE	Epithelial	6007	7	0.0361245213917097	0.0361245213917097	0.000461524271852638	0.000256045304901568	0.480884219145219	1
9	Endothelial/Pericyte	FALSE	Epithelial	6007	7	0.0189778591643083	0.0189778591643083	7.59021780124845e-05	4.84724682490601e-05	0.553552926647079	1
9	Mast	FALSE	Epithelial	6007	3	0.00821264080794628	0.00821264080794628	3.85673448493748e-05	2.08354071631443e-05	0.468274496165741	1
9	Mesothelial	FALSE	Epithelial	6007	7	0.0263502104687389	0.0263502104687389	0.000304173613239476	0.000313378092052487	0.89302856330705	1
10	Epithelial	FALSE	T/NK	5821	5	0.0586840749012197	0.0586840749012197	0.000126742770734143	7.25055355158983e-05	0.551327527269977	1
10	T/NK	TRUE	T/NK	5821	6	0.537135658248869	0.537135658248869	0.00378925726200342	0.0039087992079719	0.994147854254252	1
10	B/Plasma	FALSE	T/NK	5821	6	0.0581801523220524	0.0581801523220524	0.00423703560935838	0.00373446438023922	0.849430629162379	1
10	Myeloid	FALSE	T/NK	5821	11	0.0273617466539645	0.0273617466539645	0.000266972493879287	0.000239459246656788	0.864423973572481	1
10	Fibroblast/CAF	FALSE	T/NK	5821	7	0.0256460598326257	0.0256460598326257	8.95095602319802e-05	1.1282491504021e-05	0.121477907154023	1
10	Endothelial/Pericyte	FALSE	T/NK	5821	7	0.0328367732593811	0.0328367732593811	9.29677531578777e-05	7.11469011274321e-05	0.737539633391204	1
10	Mast	FALSE	T/NK	5821	3	0.00818874191146997	0.00818874191146997	6.19016533735652e-05	5.63320602111194e-05	0.877031304488003	1
10	Mesothelial	FALSE	T/NK	5821	7	0.00265050187743883	0.00265050187743883	7.14693204685483e-06	3.40774248757689e-06	0.459524663465376	1
11	Epithelial	FALSE	Myeloid	5790	5	0.0739205526770294	0.0739205526770294	8.30122599668745e-05	3.14997105150834e-05	0.365644365266249	1
11	T/NK	FALSE	Myeloid	5790	6	0.0311456534254462	0.0311456534254462	4.19251610512828e-05	2.36406266299627e-05	0.543348915315003	1
11	B/Plasma	FALSE	Myeloid	5790	6	0.0543753598157743	0.0543753598157743	0.000824763412853668	1.48907785563884e-05	0.0173973290675629	1
11	Myeloid	TRUE	Myeloid	5790	11	0.433977076464123	0.433977076464123	0.00737373380941144	0.00761550225388921	0.995189202514498	1
11	Fibroblast/CAF	FALSE	Myeloid	5790	7	0.0444115470022206	0.0444115470022206	0.00010570610043072	7.32970671830816e-05	0.668160974379137	1
11	Endothelial/Pericyte	FALSE	Myeloid	5790	7	0.125585985689613	0.125585985689613	0.000225901854102204	0.000215372792362254	0.918682838113833	1
11	Mast	FALSE	Myeloid	5790	3	0.0107081174438687	0.0107081174438687	1.9495971788182e-05	6.71916034608181e-06	0.332096789782766	1
11	Mesothelial	FALSE	Myeloid	5790	7	0.00626696274364668	0.00626696274364668	9.35100909297417e-06	7.29092540519516e-06	0.751309249621052	1
12	Epithelial	FALSE	B/Plasma	5088	5	0.0630896226415094	0.0630896226415094	0.000131809409747541	5.14216862530404e-05	0.372693432911818	1
12	T/NK	FALSE	B/Plasma	5088	6	0.0176559224318658	0.0176559224318658	5.26232898372747e-05	2.05764222490656e-05	0.373545672523661	1
12	B/Plasma	TRUE	B/Plasma	5088	6	0.447392557651992	0.447392557651992	0.00340293087861804	0.00237868126678374	0.66778239586861	1
12	Myeloid	FALSE	B/Plasma	5088	11	0.0371640937678674	0.0371640937678674	0.000205218271107654	0.000156506880571186	0.728566590518303	1
12	Fibroblast/CAF	FALSE	B/Plasma	5088	7	0.0210860287511231	0.0210860287511231	6.48057698234696e-05	1.16150649592664e-05	0.171222096495702	1
12	Endothelial/Pericyte	FALSE	B/Plasma	5088	7	0.02080525606469	0.02080525606469	9.97833025673383e-05	7.17614474496337e-05	0.687044958968058	1
12	Mast	FALSE	B/Plasma	5088	3	0.0060272536687631	0.0060272536687631	1.47571278183288e-05	6.44363687266277e-06	0.417139254282652	1
12	Mesothelial	FALSE	B/Plasma	5088	7	0.00137578616352201	0.00137578616352201	3.07701814084303e-06	1.51867505347107e-06	0.471505370425586	1
13	Epithelial	FALSE	Myeloid	4841	5	0.065441024581698	0.065441024581698	0.000110657627491373	3.54961064596532e-05	0.301829357020516	1
13	T/NK	FALSE	Myeloid	4841	6	0.0303656269365834	0.0303656269365834	6.56422534390361e-05	3.40183300259327e-05	0.487631355290349	1
13	B/Plasma	FALSE	Myeloid	4841	6	0.0522619293534394	0.0522619293534394	0.000667045997320986	1.94377600793049e-05	0.027419059236118	1
13	Myeloid	TRUE	Myeloid	4841	11	0.363298341815177	0.363298341815177	0.00646022288190574	0.0067705275349945	0.986136700369152	1
13	Fibroblast/CAF	FALSE	Myeloid	4841	7	0.0515832029981999	0.0515832029981999	0.000286048106925774	0.000257032544418746	0.845495211823283	1
13	Endothelial/Pericyte	FALSE	Myeloid	4841	7	0.0797946115029362	0.0797946115029362	0.000178780066828609	0.000162298354609863	0.854195219642721	1
13	Mast	FALSE	Myeloid	4841	3	0.00853818081663568	0.00853818081663568	2.67446712689272e-05	1.69067172115551e-05	0.594818050644673	1
13	Mesothelial	FALSE	Myeloid	4841	7	0.00481010416974061	0.00481010416974061	1.00860893193481e-05	7.40960377935922e-06	0.691248640743459	1
14	Epithelial	FALSE	B/Plasma	4598	5	0.0905176163549369	0.0905176163549369	8.44706622536221e-05	1.40179741270214e-05	0.132744114059664	1
14	T/NK	FALSE	B/Plasma	4598	6	0.0163114397564158	0.0163114397564158	1.54094525683982e-05	2.10660235980579e-06	0.109353144105936	1
14	B/Plasma	TRUE	B/Plasma	4598	6	0.597759895606786	0.597759895606786	0.0533727534597216	0.0625447156015856	0.937361112008983	1
14	Myeloid	FALSE	B/Plasma	4598	11	0.0288465340661948	0.0288465340661948	4.57746046849237e-05	1.33443855645494e-05	0.233189986726315	1
14	Fibroblast/CAF	FALSE	B/Plasma	4598	7	0.022680668613683	0.022680668613683	1.9692881079755e-05	1.33210133448577e-05	0.541083042529737	1
14	Endothelial/Pericyte	FALSE	B/Plasma	4598	7	0.0416330081401852	0.0416330081401852	3.55197864268024e-05	2.86428142476574e-05	0.645031997952671	1
14	Mast	FALSE	B/Plasma	4598	3	0.0102218355806873	0.0102218355806873	1.42841450781265e-05	2.73980063682937e-06	0.153426588396862	1
14	Mesothelial	FALSE	B/Plasma	4598	7	0.0019573727707699	0.0019573727707699	1.85131232270508e-06	7.39440618200604e-07	0.319491662756027	1
15	Epithelial	FALSE	Endothelial/Pericyte	3710	5	0.271051212938005	0.271051212938005	0.000921190910541882	0.000819542230050777	0.857256525762182	1
15	T/NK	FALSE	Endothelial/Pericyte	3710	6	0.0124887690925427	0.0124887690925427	1.49687547412261e-05	4.1066603116632e-06	0.264357852435443	1
15	B/Plasma	FALSE	Endothelial/Pericyte	3710	6	0.0584007187780773	0.0584007187780773	0.000355007472725047	1.47998860088608e-05	0.040170753894161	1
15	Myeloid	FALSE	Endothelial/Pericyte	3710	11	0.0578534672874296	0.0578534672874296	0.00027063269550105	0.000246071368591084	0.876132777580287	1
15	Fibroblast/CAF	FALSE	Endothelial/Pericyte	3710	7	0.459453215248364	0.459453215248364	0.0101384481339221	0.0103278405689662	0.981583270858121	1
15	Endothelial/Pericyte	TRUE	Endothelial/Pericyte	3710	7	0.456642279553331	0.456642279553331	0.0109677649509924	0.0113580585845137	0.997872551427164	1
15	Mast	FALSE	Endothelial/Pericyte	3710	3	0.00584007187780773	0.00584007187780773	5.88591753297712e-06	3.3578076151531e-06	0.549706336966391	1
15	Mesothelial	FALSE	Endothelial/Pericyte	3710	7	0.0366576819407008	0.0366576819407008	9.24716485510873e-05	7.42580618053556e-05	0.773791787683225	1
16	Epithelial	TRUE	Epithelial	3443	5	0.790531513215219	0.790531513215219	0.00488559124135796	0.00493222345712079	0.98027253221733	1
16	T/NK	FALSE	Epithelial	3443	6	0.0169909962242231	0.0169909962242231	1.35354542313765e-05	3.49173452033804e-06	0.250489542492597	1
16	B/Plasma	FALSE	Epithelial	3443	6	0.0726595023719624	0.0726595023719624	0.000741552687784025	2.59820483665923e-05	0.0340214321297592	1
16	Myeloid	FALSE	Epithelial	3443	11	0.108758218255749	0.108758218255749	0.0147099645205223	0.0151130490719391	0.99761204702625	1
16	Fibroblast/CAF	FALSE	Epithelial	3443	7	0.0303721837268163	0.0303721837268163	0.00013933555826417	0.000123254666256499	0.858939600319812	1
16	Endothelial/Pericyte	FALSE	Epithelial	3443	7	0.0340649765569893	0.0340649765569893	6.68810679668016e-05	6.04186881591637e-05	0.877181189082418	1
16	Mast	FALSE	Epithelial	3443	3	0.00706747991093039	0.00706747991093039	4.20218350320513e-06	1.88602831488979e-06	0.435807211795886	1
16	Mesothelial	FALSE	Epithelial	3443	7	0.0376747852786191	0.0376747852786191	6.61512150425607e-05	6.58530266553841e-05	0.966627468855739	1
17	Epithelial	FALSE	Mast	2703	5	0.0862745098039216	0.0862745098039216	0.000187861876246132	0.000147892362841497	0.771837262125192	1
17	T/NK	FALSE	Mast	2703	6	0.0236773954864965	0.0236773954864965	6.47601952892402e-05	4.65929508997645e-05	0.705392302446064	1
17	B/Plasma	FALSE	Mast	2703	6	0.0585152299913676	0.0585152299913676	0.00107742625790948	7.42961737200311e-05	0.0676079148346508	1
17	Myeloid	FALSE	Mast	2703	11	0.063498469713786	0.063498469713786	0.000326551851998311	0.000306747129538245	0.92097322715446	1
17	Fibroblast/CAF	FALSE	Mast	2703	7	0.00739918608953015	0.00739918608953015	2.07461864554911e-05	8.21319848028338e-06	0.388143833148282	1
17	Endothelial/Pericyte	FALSE	Mast	2703	7	0.0168595740182866	0.0168595740182866	4.25239512430232e-05	3.41994135497519e-05	0.788503628971536	1
17	Mast	TRUE	Mast	2703	3	0.970403255641879	0.970403255641879	0.0303519000240129	0.0309571132600556	0.999984393619887	1
17	Mesothelial	FALSE	Mast	2703	7	0.0389514296284552	0.0389514296284552	0.00012757185372907	0.000129860944342911	0.998027112629622	1
18	Epithelial	FALSE	B/Plasma	2369	5	0.0766568172224567	0.0766568172224567	0.000331892690075874	0.000280446685866609	0.701110922076998	1
18	T/NK	FALSE	B/Plasma	2369	6	0.155199099479387	0.155199099479387	0.000457998054572344	0.000503695650627748	0.912512190956184	1
18	B/Plasma	TRUE	B/Plasma	2369	6	0.261573096946672	0.261573096946672	0.0284482418150541	0.023778600175011	0.693529535744712	1
18	Myeloid	FALSE	B/Plasma	2369	11	0.0290110902183507	0.0290110902183507	0.000168074496793568	0.000138640603728609	0.684420058358394	1
18	Fibroblast/CAF	FALSE	B/Plasma	2369	7	0.0423928119158174	0.0423928119158174	0.000478586685510543	0.000135034707100514	0.234109427163747	1
18	Endothelial/Pericyte	FALSE	B/Plasma	2369	7	0.0282819755170958	0.0282819755170958	0.000111059826503171	9.44275631946507e-05	0.705465694139977	1
18	Mast	FALSE	B/Plasma	2369	3	0.0251864359082595	0.0251864359082595	0.000149465541907119	4.84853353564664e-05	0.269155606447739	1
18	Mesothelial	FALSE	B/Plasma	2369	7	0.0114575167340047	0.0114575167340047	0.000206084276987167	0.000214252610011039	0.862611750810232	1
19	Epithelial	TRUE	Epithelial	2117	5	0.556636750118092	0.556636750118092	0.00370716334091389	0.00382010563030623	0.981457322875596	1
19	T/NK	FALSE	Epithelial	2117	6	0.021728861596599	0.021728861596599	2.28326427939183e-05	1.69499050717055e-05	0.707047934105649	1
19	B/Plasma	FALSE	Epithelial	2117	6	0.111006140765234	0.111006140765234	0.00261505247391901	0.000192917464675903	0.0702633589823646	1
19	Myeloid	FALSE	Epithelial	2117	11	0.0717997165800661	0.0717997165800661	0.00169628772422673	0.00174205511803635	0.978138025076763	1
19	Fibroblast/CAF	FALSE	Epithelial	2117	7	0.0410284094743235	0.0410284094743235	0.000349811684854073	0.00032596012343864	0.887499120045171	1
19	Endothelial/Pericyte	FALSE	Epithelial	2117	7	0.0239557325055672	0.0239557325055672	4.08561331208063e-05	3.57305855031705e-05	0.832953280088124	1
19	Mast	FALSE	Epithelial	2117	3	0.0765233821445442	0.0765233821445442	0.000271262194559246	0.000282206318301231	0.990866696332793	1
19	Mesothelial	FALSE	Epithelial	2117	7	0.0483838315675822	0.0483838315675822	0.000675664258768796	0.000705991537687426	0.995190723022884	1
20	Epithelial	FALSE	Myeloid	1754	5	0.0734321550741163	0.0734321550741163	8.58681564888299e-05	4.92723763015814e-05	0.55674744474917	1
20	T/NK	FALSE	Myeloid	1754	6	0.0309768148992778	0.0309768148992778	6.29056607086709e-05	4.51943727534456e-05	0.697078196271257	1
20	B/Plasma	FALSE	Myeloid	1754	6	0.130843785632839	0.130843785632839	0.00120244363406774	0.000250563624544405	0.202180915595185	1
20	Myeloid	TRUE	Myeloid	1754	11	0.273971182751114	0.273971182751114	0.00367380636267603	0.0037488225971847	0.990069064430653	1
20	Fibroblast/CAF	FALSE	Myeloid	1754	7	0.0373839387522398	0.0373839387522398	0.000112593414182544	8.8746442003994e-05	0.764759403288032	1
20	Endothelial/Pericyte	FALSE	Myeloid	1754	7	0.0523700928489982	0.0523700928489982	8.7122410460015e-05	7.18422151228972e-05	0.80008604481394	1
20	Mast	FALSE	Myeloid	1754	3	0.00627137970353478	0.00627137970353478	9.45514532124194e-06	8.08595767501288e-06	0.829755460821865	1
20	Mesothelial	FALSE	Myeloid	1754	7	0.00610848672422219	0.00610848672422219	1.16742100394926e-05	1.01704518869559e-05	0.845278087195705	1
21	Epithelial	TRUE	Epithelial	1442	5	0.758668515950069	0.758668515950069	0.00383183551616216	0.00394266565506784	0.96391423704	1
21	T/NK	FALSE	Epithelial	1442	6	0.010171058714748	0.010171058714748	1.19580626933046e-05	5.8308502167666e-06	0.456800281636866	1
21	B/Plasma	FALSE	Epithelial	1442	6	0.071544151641239	0.071544151641239	0.000989091733345561	6.86136279038694e-05	0.0649873928641756	1
21	Myeloid	FALSE	Epithelial	1442	11	0.0445719329214475	0.0445719329214475	0.000718626251664513	0.000447707178141545	0.583641658717446	1
21	Fibroblast/CAF	FALSE	Epithelial	1442	7	0.0330889637408361	0.0330889637408361	0.000113487346579769	0.00010972873239667	0.905791464303054	1
21	Endothelial/Pericyte	FALSE	Epithelial	1442	7	0.0172379631464236	0.0172379631464236	2.48301174396006e-05	1.70045967128307e-05	0.641568254534836	1
21	Mast	FALSE	Epithelial	1442	3	0.0067036523347203	0.0067036523347203	1.16533986756407e-05	9.45013166500935e-06	0.759697257515121	1
21	Mesothelial	FALSE	Epithelial	1442	7	0.0415098078066178	0.0415098078066178	0.000107165568213245	0.000111485919751135	0.974585742551304	1
22	Epithelial	FALSE	Mesothelial	1273	5	0.684681853888453	0.684681853888453	0.00703032494787181	0.00715513116717689	0.992439783408551	1
22	T/NK	FALSE	Mesothelial	1273	6	0.00890285415030113	0.00890285415030113	4.8298243935545e-06	3.49814815059605e-06	0.706266850205077	1
22	B/Plasma	FALSE	Mesothelial	1273	6	0.0593087195600943	0.0593087195600943	0.000106744545866536	8.34935723116966e-06	0.0762727339467075	1
22	Myeloid	FALSE	Mesothelial	1273	11	0.0894808255373848	0.0894808255373848	0.000362996577174	0.000351764504863068	0.94495570017483	1
22	Fibroblast/CAF	FALSE	Mesothelial	1273	7	0.406912804399057	0.406912804399057	0.00370621187593039	0.00353209836124659	0.929318345395761	1
22	Endothelial/Pericyte	FALSE	Mesothelial	1273	7	0.0943777353832342	0.0943777353832342	0.000162423195616951	0.000137340395018672	0.824540905703563	1
22	Mast	FALSE	Mesothelial	1273	3	0.00471327572663001	0.00471327572663001	1.08535379630438e-06	8.66329808922328e-07	0.778348141860509	1
22	Mesothelial	TRUE	Mesothelial	1273	7	0.458309953989451	0.458309953989451	0.00379738159481995	0.00388051453797188	0.996476447632656	1
23	Epithelial	FALSE	T/NK	628	5	0.0659235668789809	0.0659235668789809	0.000167304388666236	0.000115720631390434	0.677525738347895	1
23	T/NK	TRUE	T/NK	628	6	0.373142250530786	0.373142250530786	0.00189880402558548	0.00192613504384402	0.993639679306867	1
23	B/Plasma	FALSE	T/NK	628	6	0.0562632696390658	0.0562632696390658	0.00133742725156684	0.000894081301802954	0.654830925041522	1
23	Myeloid	FALSE	T/NK	628	11	0.0451650260567458	0.0451650260567458	0.000797215490572247	0.000798369972518398	0.980958878981973	1
23	Fibroblast/CAF	FALSE	T/NK	628	7	0.0179708826205641	0.0179708826205641	5.29125325601049e-05	4.38422982647639e-05	0.811628148338452	1
23	Endothelial/Pericyte	FALSE	T/NK	628	7	0.022975432211101	0.022975432211101	5.99675369014522e-05	5.48717763201858e-05	0.896303609557279	1
23	Mast	FALSE	T/NK	628	3	0.00743099787685775	0.00743099787685775	1.66296530903187e-05	1.59416006451061e-05	0.939011849667241	1
23	Mesothelial	FALSE	T/NK	628	7	0.00272975432211101	0.00272975432211101	6.0471465782977e-06	5.96550693583078e-06	0.966316057181901	1
24	Epithelial	FALSE	T/NK	475	5	0.072	0.072	0.000126529702847744	9.38716461686241e-05	0.725490168417917	1
24	T/NK	TRUE	T/NK	475	6	0.333684210526316	0.333684210526316	0.00157572704478091	0.00159284222311372	0.988510657730693	1
24	B/Plasma	FALSE	T/NK	475	6	0.111578947368421	0.111578947368421	0.00534764821756193	0.00513106565496339	0.938284035137325	1
24	Myeloid	FALSE	T/NK	475	11	0.0241148325358852	0.0241148325358852	0.000122207259582758	9.85838086852728e-05	0.788856798783761	1
